"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_DECH"
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02A","Déchets dangereux","02A","Valorisation matière",282.71938
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",2.2387
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02A","Déchets dangereux","02D","Stockage",139.34999
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02A","Déchets dangereux","02F","Stockage pour inertes",1.46094
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02A","Déchets dangereux","02Z","Non précisé",932.67953
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02B","Matériaux recyclables","02A","Valorisation matière",19069.54735
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",831.58
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02B","Matériaux recyclables","02D","Stockage",36.92
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02B","Matériaux recyclables","02E","Valorisation organique",5460.17
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02B","Matériaux recyclables","02Z","Non précisé",6.62
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02C","Déchets verts","02E","Valorisation organique",45013.01204
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02D","Encombrants","02A","Valorisation matière",310.12743
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02D","Encombrants","02B","Incinération avec récupération d'énergie",13479.89351
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02D","Encombrants","02D","Stockage",20938.86812
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02E","Déblais et gravats","02A","Valorisation matière",6194.70895
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02E","Déblais et gravats","02D","Stockage",11773.74
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02E","Déblais et gravats","02F","Stockage pour inertes",9676.31628
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02E","Déblais et gravats","02Z","Non précisé",9947.93999
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02F","DEEE","02A","Valorisation matière",3366.1529
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02Z","Autres déchets","02A","Valorisation matière",20
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",0.05168
2009,84,"Auvergne-Rhône-Alpes","01","Ain","02Z","Autres déchets","02D","Stockage",59.2069
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02A","Déchets dangereux","02A","Valorisation matière",114.39884
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",3.62421
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",196.36104
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02A","Déchets dangereux","02D","Stockage",27.35519
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02A","Déchets dangereux","02Z","Non précisé",20.32109
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02B","Matériaux recyclables","02A","Valorisation matière",5143.11871
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",1.55645
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02B","Matériaux recyclables","02D","Stockage",21.85841
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02B","Matériaux recyclables","02E","Valorisation organique",3397.78725
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02C","Déchets verts","02A","Valorisation matière",6620.095
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02C","Déchets verts","02E","Valorisation organique",11991.49979
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02D","Encombrants","02A","Valorisation matière",66.20268
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02D","Encombrants","02B","Incinération avec récupération d'énergie",731.42
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02D","Encombrants","02D","Stockage",11133.65272
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02D","Encombrants","02Z","Non précisé",1.015
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02E","Déblais et gravats","02D","Stockage",14065.94429
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02E","Déblais et gravats","02F","Stockage pour inertes",307.61391
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02F","DEEE","02A","Valorisation matière",1504.50337
2009,84,"Auvergne-Rhône-Alpes","03","Allier","02Z","Autres déchets","02A","Valorisation matière",0.35182
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02A","Déchets dangereux","02A","Valorisation matière",185.01298
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",60.06969
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",5.30997
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02A","Déchets dangereux","02D","Stockage",0.49007
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02A","Déchets dangereux","02Z","Non précisé",127.83502
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02A","Valorisation matière",9610.79126
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",339.33
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.0031
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02D","Stockage",49.84
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02E","Valorisation organique",1384.88562
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02B","Matériaux recyclables","02Z","Non précisé",0.98015
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02C","Déchets verts","02B","Incinération avec récupération d'énergie",422.07
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02C","Déchets verts","02E","Valorisation organique",9607.76883
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02C","Déchets verts","02Z","Non précisé",0.1
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02D","Encombrants","02A","Valorisation matière",1856.39574
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02D","Encombrants","02B","Incinération avec récupération d'énergie",60.08
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02D","Encombrants","02D","Stockage",14298.79477
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02E","Déblais et gravats","02A","Valorisation matière",2716.56127
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02E","Déblais et gravats","02D","Stockage",4409.6322
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02E","Déblais et gravats","02F","Stockage pour inertes",704.57823
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02E","Déblais et gravats","02Z","Non précisé",6418.02908
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02F","DEEE","02A","Valorisation matière",809.15109
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02Z","Autres déchets","02A","Valorisation matière",1.97351
2009,84,"Auvergne-Rhône-Alpes","07","Ardèche","02Z","Autres déchets","02Z","Non précisé",32.51609
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02A","Déchets dangereux","02A","Valorisation matière",40.78617
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",1.70009
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",21.19201
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02A","Déchets dangereux","02Z","Non précisé",0.5
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02B","Matériaux recyclables","02A","Valorisation matière",3764.06199
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02B","Matériaux recyclables","02Z","Non précisé",43.1733
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02C","Déchets verts","02E","Valorisation organique",5598.41944
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02D","Encombrants","02A","Valorisation matière",189.7
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02D","Encombrants","02D","Stockage",4143.83851
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02E","Déblais et gravats","02F","Stockage pour inertes",2840.00001
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02F","DEEE","02A","Valorisation matière",214.28439
2009,84,"Auvergne-Rhône-Alpes","15","Cantal","02Z","Autres déchets","02A","Valorisation matière",4.6667
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02A","Déchets dangereux","02A","Valorisation matière",150.92365
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.02514
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",0.03123
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02A","Déchets dangereux","02Z","Non précisé",295.44604
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02B","Matériaux recyclables","02A","Valorisation matière",12644.64432
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",149.9
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02B","Matériaux recyclables","02E","Valorisation organique",4737.90015
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02C","Déchets verts","02E","Valorisation organique",27186.08768
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02C","Déchets verts","02Z","Non précisé",58.8
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02D","Encombrants","02A","Valorisation matière",121.22222
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02D","Encombrants","02B","Incinération avec récupération d'énergie",0.54583
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02D","Encombrants","02D","Stockage",27471.32676
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02D","Encombrants","02Z","Non précisé",0.05677
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02E","Déblais et gravats","02A","Valorisation matière",12913.69872
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02E","Déblais et gravats","02D","Stockage",2452
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02E","Déblais et gravats","02F","Stockage pour inertes",2473.82969
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02E","Déblais et gravats","02Z","Non précisé",15249.47602
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02F","DEEE","02A","Valorisation matière",2481.0224
2009,84,"Auvergne-Rhône-Alpes","26","Drôme","02Z","Autres déchets","02A","Valorisation matière",3.20263
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02A","Déchets dangereux","02A","Valorisation matière",515.98106
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.1
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02A","Déchets dangereux","02D","Stockage",500.67883
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02A","Déchets dangereux","02Z","Non précisé",1136.69023
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02B","Matériaux recyclables","02A","Valorisation matière",42158.46271
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",2753.56
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02B","Matériaux recyclables","02D","Stockage",183.44
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02B","Matériaux recyclables","02E","Valorisation organique",7855.87264
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02B","Matériaux recyclables","02Z","Non précisé",13.14
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02C","Déchets verts","02A","Valorisation matière",29.4
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02C","Déchets verts","02E","Valorisation organique",105138.6611
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02D","Encombrants","02A","Valorisation matière",23171.86495
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02D","Encombrants","02B","Incinération avec récupération d'énergie",13400.41491
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02D","Encombrants","02D","Stockage",47917.49496
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02E","Déblais et gravats","02A","Valorisation matière",50592.78881
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02E","Déblais et gravats","02D","Stockage",3716.47595
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02E","Déblais et gravats","02F","Stockage pour inertes",36390.34959
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02E","Déblais et gravats","02Z","Non précisé",28286.3333
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02F","DEEE","02A","Valorisation matière",5924.0085
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02Z","Autres déchets","02A","Valorisation matière",37.54501
2009,84,"Auvergne-Rhône-Alpes","38","Isère","02Z","Autres déchets","02D","Stockage",4062.89999
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02A","Déchets dangereux","02A","Valorisation matière",425.63792
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",2.59272
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",0.42715
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02A","Déchets dangereux","02D","Stockage",91.12
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02A","Déchets dangereux","02Z","Non précisé",558.14216
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02B","Matériaux recyclables","02A","Valorisation matière",13361.35655
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",3.672
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02B","Matériaux recyclables","02D","Stockage",322.31954
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02B","Matériaux recyclables","02E","Valorisation organique",6814.47832
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02B","Matériaux recyclables","02Z","Non précisé",0.65012
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02C","Déchets verts","02E","Valorisation organique",40496.46003
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02D","Encombrants","02A","Valorisation matière",89.53424
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02D","Encombrants","02D","Stockage",34556.44239
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02E","Déblais et gravats","02A","Valorisation matière",5991.26448
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02E","Déblais et gravats","02D","Stockage",10240.97202
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02E","Déblais et gravats","02F","Stockage pour inertes",14918.8
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02E","Déblais et gravats","02Z","Non précisé",7747.91029
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02F","DEEE","02A","Valorisation matière",3271.75512
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02Z","Autres déchets","02A","Valorisation matière",8.46865
2009,84,"Auvergne-Rhône-Alpes","42","Loire","02Z","Autres déchets","02Z","Non précisé",1.30314
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02A","Déchets dangereux","02A","Valorisation matière",103.19016
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.09991
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",79.32792
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02A","Déchets dangereux","02D","Stockage",0.09
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02A","Déchets dangereux","02Z","Non précisé",64.14701
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02B","Matériaux recyclables","02A","Valorisation matière",4100.96355
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.556
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02B","Matériaux recyclables","02D","Stockage",423.21236
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02B","Matériaux recyclables","02E","Valorisation organique",2017.44725
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02B","Matériaux recyclables","02Z","Non précisé",0.23988
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02C","Déchets verts","02A","Valorisation matière",1972.76
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02C","Déchets verts","02E","Valorisation organique",5271.90552
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02D","Encombrants","02A","Valorisation matière",377.37
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02D","Encombrants","02D","Stockage",6381.91816
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02E","Déblais et gravats","02A","Valorisation matière",170.74
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02E","Déblais et gravats","02D","Stockage",1834.3158
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02E","Déblais et gravats","02F","Stockage pour inertes",5591.23
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02F","DEEE","02A","Valorisation matière",680.7297
2009,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","02Z","Autres déchets","02A","Valorisation matière",0.60464
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02A","Déchets dangereux","02A","Valorisation matière",161.57213
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",14.753
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",531.65676
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02A","Déchets dangereux","02D","Stockage",4292.317
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02A","Déchets dangereux","02Z","Non précisé",290.613
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02B","Matériaux recyclables","02A","Valorisation matière",19146.91208
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.167
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02B","Matériaux recyclables","02D","Stockage",92.98
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02B","Matériaux recyclables","02E","Valorisation organique",7.51275
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02B","Matériaux recyclables","02Z","Non précisé",322
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02C","Déchets verts","02D","Stockage",1140
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02C","Déchets verts","02E","Valorisation organique",49426.30078
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02D","Encombrants","02A","Valorisation matière",458.37533
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02D","Encombrants","02D","Stockage",29892.28553
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02E","Déblais et gravats","02A","Valorisation matière",501
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02E","Déblais et gravats","02D","Stockage",16790.28743
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02E","Déblais et gravats","02F","Stockage pour inertes",10623.34109
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02F","DEEE","02A","Valorisation matière",3167.65707
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02Z","Autres déchets","02A","Valorisation matière",0.5
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02Z","Autres déchets","02D","Stockage",7120.7
2009,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","02Z","Autres déchets","02Z","Non précisé",3.2
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02A","Déchets dangereux","02A","Valorisation matière",476.85994
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",2.65
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02A","Déchets dangereux","02D","Stockage",1.18
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02A","Déchets dangereux","02Z","Non précisé",1342.4748
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02B","Matériaux recyclables","02A","Valorisation matière",44944.68071
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02B","Matériaux recyclables","02E","Valorisation organique",2633.71596
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02B","Matériaux recyclables","02Z","Non précisé",3.96
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02C","Déchets verts","02E","Valorisation organique",56042.17068
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02D","Encombrants","02A","Valorisation matière",1579.04576
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02D","Encombrants","02D","Stockage",49291.461
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02E","Déblais et gravats","02A","Valorisation matière",9429.6737
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02E","Déblais et gravats","02D","Stockage",4338.63405
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02E","Déblais et gravats","02F","Stockage pour inertes",29679.73
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02E","Déblais et gravats","02Z","Non précisé",7674.12973
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02F","DEEE","02A","Valorisation matière",7398.02015
2009,84,"Auvergne-Rhône-Alpes","69","Rhône","02Z","Autres déchets","02A","Valorisation matière",1.76
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02A","Déchets dangereux","02A","Valorisation matière",294.96164
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",4.54
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02A","Déchets dangereux","02D","Stockage",173.07116
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02A","Déchets dangereux","02Z","Non précisé",567.3457
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02B","Matériaux recyclables","02A","Valorisation matière",19847.97061
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02B","Matériaux recyclables","02E","Valorisation organique",8316.61178
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02B","Matériaux recyclables","02Z","Non précisé",0.68
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02C","Déchets verts","02E","Valorisation organique",33174.8587
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02D","Encombrants","02A","Valorisation matière",295.54949
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02D","Encombrants","02B","Incinération avec récupération d'énergie",9416.86801
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02D","Encombrants","02D","Stockage",12823.17825
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02D","Encombrants","02F","Stockage pour inertes",772.5
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02D","Encombrants","02Z","Non précisé",160.88
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02E","Déblais et gravats","02A","Valorisation matière",21918.92312
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02E","Déblais et gravats","02D","Stockage",7082.83
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02E","Déblais et gravats","02F","Stockage pour inertes",4213.95041
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02F","DEEE","02A","Valorisation matière",3889.96079
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02Z","Autres déchets","02A","Valorisation matière",39.67498
2009,84,"Auvergne-Rhône-Alpes","73","Savoie","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",0.91
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02A","Déchets dangereux","02A","Valorisation matière",347.47845
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",23.37
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02A","Déchets dangereux","02D","Stockage",7.86
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02A","Déchets dangereux","02Z","Non précisé",683.28
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02B","Matériaux recyclables","02A","Valorisation matière",30910.69
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",3210.52
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02B","Matériaux recyclables","02E","Valorisation organique",10197.28001
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02C","Déchets verts","02E","Valorisation organique",54386
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02D","Encombrants","02A","Valorisation matière",6614.76
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02D","Encombrants","02B","Incinération avec récupération d'énergie",21894.0636
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02D","Encombrants","02D","Stockage",9900.74001
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02D","Encombrants","02Z","Non précisé",541.09
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02E","Déblais et gravats","02A","Valorisation matière",15327.45
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02E","Déblais et gravats","02D","Stockage",1599.44
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02E","Déblais et gravats","02F","Stockage pour inertes",12275.40999
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02E","Déblais et gravats","02Z","Non précisé",8341.31999
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02F","DEEE","02A","Valorisation matière",2580.20002
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02Z","Autres déchets","02A","Valorisation matière",86.44
2009,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",4.87
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02A","Déchets dangereux","02A","Valorisation matière",23.70125
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",3.23216
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02A","Déchets dangereux","02F","Stockage pour inertes",10.98
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02A","Déchets dangereux","02Z","Non précisé",1122.74428
2009,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","02B","Matériaux recyclables","02A","Valorisation matière",5019.49219
