"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_DECH"
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02D","Encombrants","02A","Valorisation matière",35406.54188
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02D","Encombrants","02B","Incinération avec récupération d'énergie",29118.14471
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02D","Encombrants","02D","Stockage",8551.45657
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02E","Déblais et gravats","02A","Valorisation matière",4410.57
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02E","Déblais et gravats","02D","Stockage",2274
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02E","Déblais et gravats","02F","Stockage pour inertes",37164.08006
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02F","DEEE","02A","Valorisation matière",1087.22175
2017,11,"Ile-de-France","93","Seine-Saint-Denis","02F","DEEE","02Z","Non précisé",19.88
2017,11,"Ile-de-France","94","Val-de-Marne","02A","Déchets dangereux","02A","Valorisation matière",249.38825
2017,11,"Ile-de-France","94","Val-de-Marne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.638
2017,11,"Ile-de-France","94","Val-de-Marne","02A","Déchets dangereux","02Z","Non précisé",358.21171
2017,11,"Ile-de-France","94","Val-de-Marne","02B","Matériaux recyclables","02A","Valorisation matière",4783.55531
2017,11,"Ile-de-France","94","Val-de-Marne","02B","Matériaux recyclables","02Z","Non précisé",43.44555
2017,11,"Ile-de-France","94","Val-de-Marne","02C","Déchets verts","02E","Valorisation organique",3727.69286
2017,11,"Ile-de-France","94","Val-de-Marne","02D","Encombrants","02A","Valorisation matière",15044.95734
2017,11,"Ile-de-France","94","Val-de-Marne","02D","Encombrants","02B","Incinération avec récupération d'énergie",8251.31467
2017,11,"Ile-de-France","94","Val-de-Marne","02D","Encombrants","02D","Stockage",6953.65
2017,11,"Ile-de-France","94","Val-de-Marne","02E","Déblais et gravats","02A","Valorisation matière",10976.76686
2017,11,"Ile-de-France","94","Val-de-Marne","02E","Déblais et gravats","02D","Stockage",4585.47
2017,11,"Ile-de-France","94","Val-de-Marne","02E","Déblais et gravats","02F","Stockage pour inertes",2618.71691
2017,11,"Ile-de-France","94","Val-de-Marne","02F","DEEE","02A","Valorisation matière",959.11442
2017,11,"Ile-de-France","94","Val-de-Marne","02Z","Autres déchets","02A","Valorisation matière",1843.51
2017,11,"Ile-de-France","95","Val-d'Oise","02A","Déchets dangereux","02A","Valorisation matière",387.46313
2017,11,"Ile-de-France","95","Val-d'Oise","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.28518
2017,11,"Ile-de-France","95","Val-d'Oise","02A","Déchets dangereux","02Z","Non précisé",872.2935
2017,11,"Ile-de-France","95","Val-d'Oise","02B","Matériaux recyclables","02A","Valorisation matière",8105.42469
2017,11,"Ile-de-France","95","Val-d'Oise","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",921.62833
2017,11,"Ile-de-France","95","Val-d'Oise","02C","Déchets verts","02E","Valorisation organique",18948.24371
2017,11,"Ile-de-France","95","Val-d'Oise","02D","Encombrants","02A","Valorisation matière",28007.22309
2017,11,"Ile-de-France","95","Val-d'Oise","02D","Encombrants","02B","Incinération avec récupération d'énergie",16751.56345
2017,11,"Ile-de-France","95","Val-d'Oise","02D","Encombrants","02D","Stockage",18670.07084
2017,11,"Ile-de-France","95","Val-d'Oise","02D","Encombrants","02Z","Non précisé",92.1
2017,11,"Ile-de-France","95","Val-d'Oise","02E","Déblais et gravats","02A","Valorisation matière",11486.64
2017,11,"Ile-de-France","95","Val-d'Oise","02E","Déblais et gravats","02D","Stockage",16008.39307
2017,11,"Ile-de-France","95","Val-d'Oise","02E","Déblais et gravats","02F","Stockage pour inertes",22072.021
2017,11,"Ile-de-France","95","Val-d'Oise","02F","DEEE","02A","Valorisation matière",2314.88867
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02A","Valorisation matière",1164.90901
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",59.852
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",61.788
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02D","Stockage",270.33
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02F","Stockage pour inertes",76
2017,28,"Normandie","14","Calvados","02A","Déchets dangereux","02Z","Non précisé",3.01699
2017,28,"Normandie","14","Calvados","02B","Matériaux recyclables","02A","Valorisation matière",12772.62173
2017,28,"Normandie","14","Calvados","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",11854.9159
2017,28,"Normandie","14","Calvados","02C","Déchets verts","02B","Incinération avec récupération d'énergie",3660.55
2017,28,"Normandie","14","Calvados","02C","Déchets verts","02E","Valorisation organique",74840.52596
2017,28,"Normandie","14","Calvados","02D","Encombrants","02A","Valorisation matière",5628.75703
2017,28,"Normandie","14","Calvados","02D","Encombrants","02B","Incinération avec récupération d'énergie",1076.32
2017,28,"Normandie","14","Calvados","02D","Encombrants","02D","Stockage",49539.70833
2017,28,"Normandie","14","Calvados","02E","Déblais et gravats","02A","Valorisation matière",10734.16321
2017,28,"Normandie","14","Calvados","02E","Déblais et gravats","02F","Stockage pour inertes",43242.26707
2017,28,"Normandie","14","Calvados","02F","DEEE","02A","Valorisation matière",5236.28936
2017,28,"Normandie","14","Calvados","02Z","Autres déchets","02A","Valorisation matière",39.55423
2017,28,"Normandie","14","Calvados","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",3.4
2017,28,"Normandie","14","Calvados","02Z","Autres déchets","02D","Stockage",432.64
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02A","Valorisation matière",848.90553
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",36.753
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",219.91732
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02D","Stockage",124.24847
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02F","Stockage pour inertes",187.35479
2017,28,"Normandie","27","Eure","02A","Déchets dangereux","02Z","Non précisé",23.5772
2017,28,"Normandie","27","Eure","02B","Matériaux recyclables","02A","Valorisation matière",13619.04018
2017,28,"Normandie","27","Eure","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",9937.58887
2017,28,"Normandie","27","Eure","02B","Matériaux recyclables","02E","Valorisation organique",48.4832
2017,28,"Normandie","27","Eure","02C","Déchets verts","02E","Valorisation organique",60875.31208
2017,28,"Normandie","27","Eure","02D","Encombrants","02A","Valorisation matière",6445.6714
2017,28,"Normandie","27","Eure","02D","Encombrants","02B","Incinération avec récupération d'énergie",10049.99701
2017,28,"Normandie","27","Eure","02D","Encombrants","02D","Stockage",17722.06891
2017,28,"Normandie","27","Eure","02E","Déblais et gravats","02A","Valorisation matière",23251.02102
2017,28,"Normandie","27","Eure","02E","Déblais et gravats","02F","Stockage pour inertes",17831.4024
2017,28,"Normandie","27","Eure","02F","DEEE","02A","Valorisation matière",4776.603
2017,28,"Normandie","27","Eure","02Z","Autres déchets","02A","Valorisation matière",20.12337
2017,28,"Normandie","50","Manche","02A","Déchets dangereux","02A","Valorisation matière",836.75301
2017,28,"Normandie","50","Manche","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",95.743
2017,28,"Normandie","50","Manche","02A","Déchets dangereux","02D","Stockage",188.87
2017,28,"Normandie","50","Manche","02A","Déchets dangereux","02F","Stockage pour inertes",75.88
2017,28,"Normandie","50","Manche","02A","Déchets dangereux","02Z","Non précisé",129.507
2017,28,"Normandie","50","Manche","02B","Matériaux recyclables","02A","Valorisation matière",13339.778
2017,28,"Normandie","50","Manche","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",5523.84
2017,28,"Normandie","50","Manche","02B","Matériaux recyclables","02E","Valorisation organique",1638.55
2017,28,"Normandie","50","Manche","02C","Déchets verts","02E","Valorisation organique",78373.07001
2017,28,"Normandie","50","Manche","02D","Encombrants","02A","Valorisation matière",3258.385
2017,28,"Normandie","50","Manche","02D","Encombrants","02D","Stockage",45065.45999
2017,28,"Normandie","50","Manche","02E","Déblais et gravats","02A","Valorisation matière",7186.75
2017,28,"Normandie","50","Manche","02E","Déblais et gravats","02D","Stockage",7876.67
2017,28,"Normandie","50","Manche","02E","Déblais et gravats","02F","Stockage pour inertes",18041.47
2017,28,"Normandie","50","Manche","02E","Déblais et gravats","02Z","Non précisé",182.26
2017,28,"Normandie","50","Manche","02F","DEEE","02A","Valorisation matière",4626.505
2017,28,"Normandie","50","Manche","02Z","Autres déchets","02A","Valorisation matière",36.682
2017,28,"Normandie","61","Orne","02A","Déchets dangereux","02A","Valorisation matière",443.3603
2017,28,"Normandie","61","Orne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",71.352
2017,28,"Normandie","61","Orne","02A","Déchets dangereux","02D","Stockage",56.03805
2017,28,"Normandie","61","Orne","02A","Déchets dangereux","02Z","Non précisé",76.02673
2017,28,"Normandie","61","Orne","02B","Matériaux recyclables","02A","Valorisation matière",6348.64742
2017,28,"Normandie","61","Orne","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",5535.80406
2017,28,"Normandie","61","Orne","02B","Matériaux recyclables","02D","Stockage",85.15
2017,28,"Normandie","61","Orne","02C","Déchets verts","02A","Valorisation matière",100
2017,28,"Normandie","61","Orne","02C","Déchets verts","02E","Valorisation organique",34961.62984
2017,28,"Normandie","61","Orne","02D","Encombrants","02A","Valorisation matière",1915.57671
2017,28,"Normandie","61","Orne","02D","Encombrants","02D","Stockage",22587.76404
2017,28,"Normandie","61","Orne","02E","Déblais et gravats","02A","Valorisation matière",6259.90738
2017,28,"Normandie","61","Orne","02E","Déblais et gravats","02D","Stockage",115.9
2017,28,"Normandie","61","Orne","02E","Déblais et gravats","02F","Stockage pour inertes",8623.57307
2017,28,"Normandie","61","Orne","02F","DEEE","02A","Valorisation matière",2508.35105
2017,28,"Normandie","61","Orne","02Z","Autres déchets","02A","Valorisation matière",13.59906
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02A","Valorisation matière",1687.64145
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",355.438
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",0.21268
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02D","Stockage",491.65085
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02F","Stockage pour inertes",335.54522
2017,28,"Normandie","76","Seine-Maritime","02A","Déchets dangereux","02Z","Non précisé",37.7428
2017,28,"Normandie","76","Seine-Maritime","02B","Matériaux recyclables","02A","Valorisation matière",24426.61382
2017,28,"Normandie","76","Seine-Maritime","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",3728.89787
2017,28,"Normandie","76","Seine-Maritime","02B","Matériaux recyclables","02D","Stockage",8.66105
2017,28,"Normandie","76","Seine-Maritime","02B","Matériaux recyclables","02E","Valorisation organique",3324.44
2017,28,"Normandie","76","Seine-Maritime","02C","Déchets verts","02A","Valorisation matière",365.96005
2017,28,"Normandie","76","Seine-Maritime","02C","Déchets verts","02E","Valorisation organique",127397.4512
2017,28,"Normandie","76","Seine-Maritime","02D","Encombrants","02A","Valorisation matière",14910.48245
2017,28,"Normandie","76","Seine-Maritime","02D","Encombrants","02B","Incinération avec récupération d'énergie",21455.57017
2017,28,"Normandie","76","Seine-Maritime","02D","Encombrants","02D","Stockage",51462.94817
2017,28,"Normandie","76","Seine-Maritime","02D","Encombrants","02F","Stockage pour inertes",1951.9
2017,28,"Normandie","76","Seine-Maritime","02E","Déblais et gravats","02A","Valorisation matière",13797.12574
2017,28,"Normandie","76","Seine-Maritime","02E","Déblais et gravats","02D","Stockage",8041.83623
2017,28,"Normandie","76","Seine-Maritime","02E","Déblais et gravats","02F","Stockage pour inertes",53397.54352
2017,28,"Normandie","76","Seine-Maritime","02F","DEEE","02A","Valorisation matière",7841.42558
2017,28,"Normandie","76","Seine-Maritime","02Z","Autres déchets","02A","Valorisation matière",41.81311
2017,28,"Normandie","76","Seine-Maritime","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",6984.04
2017,75,"Nouvelle-Aquitaine","16","Charente","02A","Déchets dangereux","02A","Valorisation matière",674.45187
2017,75,"Nouvelle-Aquitaine","16","Charente","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",216.65546
2017,75,"Nouvelle-Aquitaine","16","Charente","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",228.69
2017,75,"Nouvelle-Aquitaine","16","Charente","02A","Déchets dangereux","02D","Stockage",13.68064
2017,75,"Nouvelle-Aquitaine","16","Charente","02A","Déchets dangereux","02Z","Non précisé",0.04075
2017,75,"Nouvelle-Aquitaine","16","Charente","02B","Matériaux recyclables","02A","Valorisation matière",16770.4374
2017,75,"Nouvelle-Aquitaine","16","Charente","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",0.03249
2017,75,"Nouvelle-Aquitaine","16","Charente","02B","Matériaux recyclables","02Z","Non précisé",824.13654
2017,75,"Nouvelle-Aquitaine","16","Charente","02C","Déchets verts","02A","Valorisation matière",10536.591
2017,75,"Nouvelle-Aquitaine","16","Charente","02C","Déchets verts","02E","Valorisation organique",23238.20964
2017,75,"Nouvelle-Aquitaine","16","Charente","02D","Encombrants","02A","Valorisation matière",4615.86347
2017,75,"Nouvelle-Aquitaine","16","Charente","02D","Encombrants","02D","Stockage",18276.28626
2017,75,"Nouvelle-Aquitaine","16","Charente","02D","Encombrants","02Z","Non précisé",5.12394
2017,75,"Nouvelle-Aquitaine","16","Charente","02E","Déblais et gravats","02A","Valorisation matière",27629.24109
2017,75,"Nouvelle-Aquitaine","16","Charente","02E","Déblais et gravats","02D","Stockage",160.84
2017,75,"Nouvelle-Aquitaine","16","Charente","02E","Déblais et gravats","02F","Stockage pour inertes",25.92854
2017,75,"Nouvelle-Aquitaine","16","Charente","02E","Déblais et gravats","02Z","Non précisé",2.32567
2017,75,"Nouvelle-Aquitaine","16","Charente","02F","DEEE","02A","Valorisation matière",3607.15474
2017,75,"Nouvelle-Aquitaine","16","Charente","02Z","Autres déchets","02A","Valorisation matière",9.94477
2017,75,"Nouvelle-Aquitaine","16","Charente","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",23.45539
2017,75,"Nouvelle-Aquitaine","16","Charente","02Z","Autres déchets","02E","Valorisation organique",0.05311
2017,75,"Nouvelle-Aquitaine","16","Charente","02Z","Autres déchets","02Z","Non précisé",8.641
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02A","Valorisation matière",892.71524
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",78.35168
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",119.499
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02D","Stockage",80.05636
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02F","Stockage pour inertes",31.98
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02A","Déchets dangereux","02Z","Non précisé",453.93425
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02B","Matériaux recyclables","02A","Valorisation matière",29141.874
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02B","Matériaux recyclables","02Z","Non précisé",3112.94346
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02C","Déchets verts","02A","Valorisation matière",20748.4
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02C","Déchets verts","02E","Valorisation organique",52797.92687
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02D","Encombrants","02A","Valorisation matière",1026.30847
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02D","Encombrants","02C","Incinération sans récupération d'énergie",466.82
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02D","Encombrants","02D","Stockage",25696.66696
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02D","Encombrants","02Z","Non précisé",24804.03606
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02E","Déblais et gravats","02A","Valorisation matière",26935.32238
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02E","Déblais et gravats","02D","Stockage",497.32
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02E","Déblais et gravats","02F","Stockage pour inertes",15050.97
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02E","Déblais et gravats","02Z","Non précisé",4439.01433
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02F","DEEE","02A","Valorisation matière",2117.79137
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02F","DEEE","02Z","Non précisé",4243.605
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02Z","Autres déchets","02A","Valorisation matière",94.21164
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",27.49561
2017,75,"Nouvelle-Aquitaine","17","Charente-Maritime","02Z","Autres déchets","02Z","Non précisé",6.98
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02A","Déchets dangereux","02A","Valorisation matière",149.29667
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",197.69936
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02A","Déchets dangereux","02D","Stockage",100.26188
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02A","Déchets dangereux","02Z","Non précisé",9.939
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02B","Matériaux recyclables","02A","Valorisation matière",7171.39995
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",0.00309
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02B","Matériaux recyclables","02Z","Non précisé",273.35496
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02C","Déchets verts","02E","Valorisation organique",18868.09947
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02D","Encombrants","02A","Valorisation matière",2348.27715
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02D","Encombrants","02B","Incinération avec récupération d'énergie",5899.06749
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02D","Encombrants","02D","Stockage",10838.9813
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02E","Déblais et gravats","02A","Valorisation matière",757.34507
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02E","Déblais et gravats","02D","Stockage",5814.84809
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02E","Déblais et gravats","02F","Stockage pour inertes",2594.69182
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02E","Déblais et gravats","02Z","Non précisé",296.37
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02F","DEEE","02A","Valorisation matière",2031.3944
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02Z","Autres déchets","02A","Valorisation matière",10.35793
2017,75,"Nouvelle-Aquitaine","19","Corrèze","02Z","Autres déchets","02E","Valorisation organique",0.00281
2017,75,"Nouvelle-Aquitaine","23","Creuse","02A","Déchets dangereux","02A","Valorisation matière",211.33342
2017,75,"Nouvelle-Aquitaine","23","Creuse","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.12411
2017,75,"Nouvelle-Aquitaine","23","Creuse","02A","Déchets dangereux","02Z","Non précisé",68.76241
2017,75,"Nouvelle-Aquitaine","23","Creuse","02B","Matériaux recyclables","02A","Valorisation matière",3736.56718
2017,75,"Nouvelle-Aquitaine","23","Creuse","02B","Matériaux recyclables","02E","Valorisation organique",60.81
2017,75,"Nouvelle-Aquitaine","23","Creuse","02B","Matériaux recyclables","02Z","Non précisé",92.22
2017,75,"Nouvelle-Aquitaine","23","Creuse","02C","Déchets verts","02A","Valorisation matière",5416.94873
2017,75,"Nouvelle-Aquitaine","23","Creuse","02C","Déchets verts","02E","Valorisation organique",2781.72287
2017,75,"Nouvelle-Aquitaine","23","Creuse","02C","Déchets verts","02Z","Non précisé",59.42
2017,75,"Nouvelle-Aquitaine","23","Creuse","02D","Encombrants","02A","Valorisation matière",388.13639
2017,75,"Nouvelle-Aquitaine","23","Creuse","02D","Encombrants","02B","Incinération avec récupération d'énergie",194.4859
2017,75,"Nouvelle-Aquitaine","23","Creuse","02D","Encombrants","02D","Stockage",2396.58947
2017,75,"Nouvelle-Aquitaine","23","Creuse","02D","Encombrants","02Z","Non précisé",4497.6637
2017,75,"Nouvelle-Aquitaine","23","Creuse","02E","Déblais et gravats","02A","Valorisation matière",562.4186
2017,75,"Nouvelle-Aquitaine","23","Creuse","02E","Déblais et gravats","02D","Stockage",5.99686
2017,75,"Nouvelle-Aquitaine","23","Creuse","02E","Déblais et gravats","02F","Stockage pour inertes",5670.06402
2017,75,"Nouvelle-Aquitaine","23","Creuse","02F","DEEE","02A","Valorisation matière",1013.83036
2017,75,"Nouvelle-Aquitaine","23","Creuse","02Z","Autres déchets","02A","Valorisation matière",2.69837
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02A","Déchets dangereux","02A","Valorisation matière",1039.61232
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",18.65732
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02A","Déchets dangereux","02D","Stockage",19.88412
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02B","Matériaux recyclables","02A","Valorisation matière",21445.39385
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",19.89674
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02B","Matériaux recyclables","02E","Valorisation organique",1438.82
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02B","Matériaux recyclables","02Z","Non précisé",563.81001
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02C","Déchets verts","02A","Valorisation matière",23577.1
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02C","Déchets verts","02E","Valorisation organique",13016.46355
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02D","Encombrants","02A","Valorisation matière",1137.6872
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02D","Encombrants","02D","Stockage",20491.54524
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02D","Encombrants","02Z","Non précisé",47.64
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02E","Déblais et gravats","02A","Valorisation matière",20586.68481
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02E","Déblais et gravats","02D","Stockage",2247.19191
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02E","Déblais et gravats","02F","Stockage pour inertes",4436.95
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02F","DEEE","02A","Valorisation matière",4216.61764
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02Z","Autres déchets","02A","Valorisation matière",41.29652
2017,75,"Nouvelle-Aquitaine","24","Dordogne","02Z","Autres déchets","02E","Valorisation organique",7.74
2017,75,"Nouvelle-Aquitaine","33","Gironde","02A","Déchets dangereux","02A","Valorisation matière",1884.76279
2017,75,"Nouvelle-Aquitaine","33","Gironde","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",492.80687
2017,75,"Nouvelle-Aquitaine","33","Gironde","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",0.48
2017,75,"Nouvelle-Aquitaine","33","Gironde","02A","Déchets dangereux","02D","Stockage",142
2017,75,"Nouvelle-Aquitaine","33","Gironde","02B","Matériaux recyclables","02A","Valorisation matière",64176.69907
2017,75,"Nouvelle-Aquitaine","33","Gironde","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",849.74326
2017,75,"Nouvelle-Aquitaine","33","Gironde","02B","Matériaux recyclables","02Z","Non précisé",3344.4
2017,75,"Nouvelle-Aquitaine","33","Gironde","02C","Déchets verts","02A","Valorisation matière",11882
2017,75,"Nouvelle-Aquitaine","33","Gironde","02C","Déchets verts","02E","Valorisation organique",125476.0007
2017,75,"Nouvelle-Aquitaine","33","Gironde","02D","Encombrants","02A","Valorisation matière",11284.83353
2017,75,"Nouvelle-Aquitaine","33","Gironde","02D","Encombrants","02B","Incinération avec récupération d'énergie",16948.645
2017,75,"Nouvelle-Aquitaine","33","Gironde","02D","Encombrants","02D","Stockage",63150.39756
2017,75,"Nouvelle-Aquitaine","33","Gironde","02D","Encombrants","02Z","Non précisé",3784.16
2017,75,"Nouvelle-Aquitaine","33","Gironde","02E","Déblais et gravats","02A","Valorisation matière",77344.36112
2017,75,"Nouvelle-Aquitaine","33","Gironde","02E","Déblais et gravats","02F","Stockage pour inertes",5801
2017,75,"Nouvelle-Aquitaine","33","Gironde","02F","DEEE","02A","Valorisation matière",7259.2205
2017,75,"Nouvelle-Aquitaine","33","Gironde","02F","DEEE","02Z","Non précisé",652.737
2017,75,"Nouvelle-Aquitaine","33","Gironde","02Z","Autres déchets","02A","Valorisation matière",43.41355
2017,75,"Nouvelle-Aquitaine","33","Gironde","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",15.1
2017,75,"Nouvelle-Aquitaine","33","Gironde","02Z","Autres déchets","02E","Valorisation organique",3.94
2017,75,"Nouvelle-Aquitaine","40","Landes","02A","Déchets dangereux","02A","Valorisation matière",634.65232
